cim	fajta	lap	szakasz	sor	mit
0x0040568c	függvény	filterdesc-registry.md	129. 3. Ami ebben a körben MÉG megerősítést kapott	5041	(\`FUN_004021a0\`) is egyetlen hívóhelyű (\`0x0040568c\`).
0x00405697	?	filterdesc-registry.md	98. 1. `[0x00d67f68]` = a szűrő-regiszter, a `runtime\filterdesc.xml`-ből	3990	0x00405697 utasítás 0x00401fb0 ; ⇒ [0x00d67f68] = a regiszter
0x00405697	függvény	filterdesc-registry.md	129. 3. Ami ebben a körben MÉG megerősítést kapott	5040	hívóhelyű (\`0x00405697\`, \`0x00405aea\`), és a regiszter ktora
0x004056c9	?	pmp-database.md	87. 8.2 `*_index.db` — NÉGY párhuzamos tömb (HELYESBÍTVE 2026-09-03)	2540	A verzió-float forrása globális: \`0x004056c9\`-nél
0x00405780	konstans	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5009	\| 1 \| \`0x004057b3\` (\`utasítás 0x407760\`, \`ecx = 0x00d689f0\`) \| a **\`Runtime\` / \`AppPath\` beállítás** ért…
0x0040579a	konstans	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5009	\| 1 \| \`0x004057b3\` (\`utasítás 0x407760\`, \`ecx = 0x00d689f0\`) \| a **\`Runtime\` / \`AppPath\` beállítás** ért…
0x004057b3	konstans	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5009	\| 1 \| \`0x004057b3\` (\`utasítás 0x407760\`, \`ecx = 0x00d689f0\`) \| a **\`Runtime\` / \`AppPath\` beállítás** ért…
0x00405aea	függvény	filterdesc-registry.md	129. 3. Ami ebben a körben MÉG megerősítést kapott	5040	hívóhelyű (\`0x00405697\`, \`0x00405aea\`), és a regiszter ktora
0x00406770	?	picasa-indulas.md	1. 1. A hívási lánc teteje	21	\| \`0x00406770\` \| **korábbi telepítés adatainak keresése** (Windows.old) \|
0x00406770	?	picasa-indulas.md	10. 4. Korábbi telepítés adatainak keresése (`0x00406770`)	84	## 4.
0x00406c00	?	00-index.md	17. [picasa-elso-inditas.md](picasa-elso-inditas.md) — nincs nyitott kérdés	576	\`0x00406c00\` a \`+0x1020\` sztringet a p1import ágon tölti
0x00406c00	?	picasa-elso-inditas.md	7. 5. Ami NYITVA marad	142	(\`0x00406c00\`: Lifescape-registry, \`#db2\\`, \`p1/p2/p3import\`).
0x00406c00	adat	picasa-elso-inditas.md	14. 6.6 Mi dönti el, MELYIK szövegkészlet jelenik meg (U2)	347	**A vizsgált sztring a \`+0x1020\`**, amit a \`0x00406c00\` (1362 bájt) — az
0x00406c00	?	picasa-elso-inditas.md	14. 6.6 Mi dönti el, MELYIK szövegkészlet jelenik meg (U2)	391	\`0x00406c00\` sztringkészlete) **és** a \`+0x1020\` feltöltésének pontos
0x00406ee9	?	00-index.md	17. [picasa-elso-inditas.md](picasa-elso-inditas.md) — nincs nyitott kérdés	577	(\`0x00406ee9\`), az indulás-rutin ez alapján dönt (0=migráció,
0x00406ee9	?	picasa-elso-inditas.md	14. 6.6 Mi dönti el, MELYIK szövegkészlet jelenik meg (U2)	352	; 0x00406ee9 — a p1import ág végén (az AppPath-ellenőrzés SIKERÁGA):
0x00406ee9	?	picasa-elso-inditas.md	14. 6.6 Mi dönti el, MELYIK szövegkészlet jelenik meg (U2)	392	helyére (\`0x00406ee9\`–\`0x00406ef3\`: \`utasítás EAX,[EBP+0x1020]\` +
0x00406ef3	?	picasa-elso-inditas.md	14. 6.6 Mi dönti el, MELYIK szövegkészlet jelenik meg (U2)	392	helyére (\`0x00406ee9\`–\`0x00406ef3\`: \`utasítás EAX,[EBP+0x1020]\` +
0x00407330	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	353	Az összeszerelés az inicializáló blokkban látszik (\`0x00407330\`:
0x0040738d	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	354	\`0x0040738d\`, \`0x00407395\`, \`0x0040739d\`; ugyanez a blokk a \`0x00541b30\`-ban
0x00407395	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	354	\`0x0040738d\`, \`0x00407395\`, \`0x0040739d\`; ugyanez a blokk a \`0x00541b30\`-ban
0x0040739d	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	354	\`0x0040738d\`, \`0x00407395\`, \`0x0040739d\`; ugyanez a blokk a \`0x00541b30\`-ban
0x00407630	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	502	0x0056598c utasítás 0x407630 ; kiolvasás
0x00407630	függvény	picasa-mappanezet.md	9. 4.3 Mit ír, mikor	133	\| **kilépéskor** \| \`Preferences\LastViewRoot\` és \`\LastViewRoot2\` — a \`0x00576660\` (457 b) írja a \`LastAlbum…
0x00407630	adat	picasa-menu-parancsok-viselkedes.md	99. 37.5 A `Preferences\active_metadata_tab` — HÁROM olvasó, NULLA író	1728	\`0xc801f4\`, ág-sztring \`0xc7eafc\`, olvasó \`0x00407630\`).
0x00407630	?	picasa-menu-parancsok-viselkedes.md	99. 37.5 A `Preferences\active_metadata_tab` — HÁROM olvasó, NULLA író	1734	(\`0x0040d3c0\`, \`0x005c9740\`, \`0x005d9760\`), mindhárom a \`0x00407630\`
0x00407630	?	picasa-menu-parancsok-viselkedes.md	362. 8. HONNAN JÖN INDULÁSKOR	5755	(\`utasítás 0x00407630\`).
0x00407630	adat	picasa-menu-parancsok-viselkedes.md	368. A tizenegy alapérték	5862	hanem a sztring-változat (\`0x00407630\`), és az alapértelmezett nevet egy
0x00407630	?	picasa-menu-parancsok-viselkedes.md	370. Ami NYITVA marad	5891	alapérték-operandusa), \`0x00407630\` + \`0x00c80a64\` (a betűtípus),
0x00407630	?	ui-audit-mainwindow.md	31. A fanézet HÁROM beállítása és az alapértékük (2026-08-16)	786	(a \`0x00407630\` a registry-író) — vagyis a kilépéskori nézetállapot egy
0x00407630	?	ui-audit-mainwindow.md	34. Melyik kulcs melyik nézet-rekeszbe tartozik (2026-08-16)	914	0x0040dac5 utasítás 0x407630 ; (a "LastViewRoot" kulccsal)
0x00407630	?	ui-audit-mainwindow.md	34. Melyik kulcs melyik nézet-rekeszbe tartozik (2026-08-16)	917	0x0040daf9 utasítás 0x407630 ; (a "LastViewRoot2" kulccsal)
0x0040764f	?	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5015	(\`0x0040764f utasítás eax, 0x80000001\`).
0x00407760	konstans	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5009	\| 1 \| \`0x004057b3\` (\`utasítás 0x407760\`, \`ecx = 0x00d689f0\`) \| a **\`Runtime\` / \`AppPath\` beállítás** ért…
0x00407760	?	picasa-fo-ablak-elrendezes.md	26. 2. ⛔ `HLISTDIV` és `VLISTDIV` — BEÍRVA, de SOHA NEM OLVASVA	505	0x00565a20 utasítás 0x407760 ; beírás
0x00407760	adat	picasa-menu-parancsok-viselkedes.md	362. 8. HONNAN JÖN INDULÁSKOR	5759	megelőzi a kulcs beírását** — a \`0x007d1952 utasítás 0x00407760\` az értékadás.
0x004078e0	?	ui-audit-mainwindow.md	34. Melyik kulcs melyik nézet-rekeszbe tartozik (2026-08-16)	924	0x0040db0a utasítás 0x4078e0
0x004078e0	?	ui-audit-mainwindow.md	34. Melyik kulcs melyik nézet-rekeszbe tartozik (2026-08-16)	929	0x0040db49 utasítás 0x4078e0
0x00407a20	konstans	00-index.md	32. [picasa-email-kuldes.md](picasa-email-kuldes.md) — 0 nyílt · 3 lezárva · 0 blokkolt (frissítve: 2026-09-05)	1285	⭐ **2026-09-03 (6.
0x00407a20	függvény	00-index.md	43. Viselkedés és funkciók	1770	\| [picasa-nyomtatas.md](picasa-nyomtatas.md) \| A nyomtatás — panel (61 elem), 17 méret, beállítások; a printoptions…
0x00407a20	?	ajandek-cd-kimenet.md	20. 11.1 A tároló — ITT tényleg a `Preferences`	492	A két kulcsot a \`0x00407a20\` beállítás-olvasó adja vissza, \`"Preferences"\`
0x00407a20	?	ajandek-cd-kimenet.md	20. 11.1 A tároló — ITT tényleg a `Preferences`	499	0x0066f6bc utasítás 0x407a20
0x00407a20	?	export-parbeszed.md	28. 11.1 A film-rádió alapértéke — **MEGVAN: 0 = „Első képkocka"**	511	0x00738ca1 utasítás 0x407a20
0x00407a20	?	export-parbeszed.md	53. 8.8 HONNAN JÖN INDULÁSKOR AZ ÁLLAPOT	956	(\`Preferences\…\`, \`0x00407a20\`), a célmappát a
0x00407a20	?	filters-decoded.md	136. A mód a `ResampleFilter2` beállításból jön — az alapérték 6	4015	0x00a3f524 utasítás 0x407a20 ; beállítás-olvasás
0x00407a20	?	picasa-arcfelismeres.md	6. 2. MIT INDÍT EL — a háttérmotor	122	0x0069fca1 utasítás 0x00407a20 ; a szokásos Preferences-olvasó
0x00407a20	?	picasa-arcfelismeres.md	39. 15.3 MIT CSINÁLNAK — a három adat-válasz	991	0x006028c6 utasítás 0x00407a20 ; "Preferences" / "FRSuggestionThreshold"
0x00407a20	?	picasa-create-features.md	26. 2.5/b A CMakeFaceMoviePanel működése — a „recompute" megerősítője (#1408)	2120	\| 1.
0x00407a20	?	picasa-create-features.md	35. 2.8/b A film FELBONTÁSA: hét tétel, két kulcs, két különböző alapérték (2026-09-15, 311. kör, #3155)	2853	0x00616b5f utasítás 0x00407a20 ; GetPreference
0x00407a20	konstans	picasa-create-features.md	35. 2.8/b A film FELBONTÁSA: hét tétel, két kulcs, két különböző alapérték (2026-09-15, 311. kör, #3155)	2858	(\`0x0061dfbe utasítás dword [esp+0x2c], ebx\` = 0, majd \`0x0061dfc2 utasítás 0x00407a20\`),
0x00407a20	adat	picasa-email-kuldes.md	4. 3/b A méret-beállítás SZEMANTIKÁJA — mérve (2026-09-02)	94	\| \`Preferences\EmailExportSize\` **közvetlen képpont-érték** (a hosszabb oldal), NEM listaindex \| \`0x00743030\` a…
0x00407a20	adat	picasa-email-kuldes.md	16. 6.2 A hozzáférés-készlet	380	\| \`0x00407a20\` \| 297 b \| beállítás-objektumot épít: \`(alapérték, szekció, kulcs)\`, \`HKEY_CURRENT_USER\` \|
0x00407a20	?	picasa-email-kuldes.md	18. 6.4 A `choose_mail` párbeszéd — MIT ír, MIKOR	407	0x0074213a utasítás 0x00407a20 ; "Preferences" / "EmailPrepType"
0x00407a20	?	picasa-email-kuldes.md	18. 6.4 A `choose_mail` párbeszéd — MIT ír, MIKOR	409	0x00742158 utasítás 0x00407a20 ; "Preferences" / "DoNotPromptForEmailPref"
0x00407a20	?	picasa-email-kuldes.md	18. 6.4 A `choose_mail` párbeszéd — MIT ír, MIKOR	434	0x0084f718 utasítás 0x00407a20 … ; MINDIG kiírja
0x00407a20	?	picasa-email-kuldes.md	18. 6.4 A `choose_mail` párbeszéd — MIT ír, MIKOR	438	0x0084f74b utasítás 0x00407a20 … ; CSAK bepipálva írja ki
0x00407a20	?	picasa-feltolteskezelo.md	4. 3. AZ EGYETLEN TARTÓS ÁLLAPOT: `Preferences\AutoBandwidthThrottle`	73	0x00917d08 utasítás 0x00407a20 ; beállítás-objektum
0x00407a20	?	picasa-ini-format.md	103. A mechanizmus	3197	\| a kapcsoló \| \`Preferences\AlbumIniSync\`, **alapértelmezés 1** \| \`0x00402a90\` — az általános beállítás-olvasó…
0x00407a20	?	picasa-konyvtar-eszkoztar-viselkedes.md	3. 3. `flatview` / `folderview` — a nézetváltó pár	92	(\`0x00407a20\` generikus olvasó, ugyanaz, mint a projekt összes
0x00407a20	?	picasa-konyvtar-eszkoztar-viselkedes.md	8. ✅ A `ShowAlbumThumbnails2` preferencia pontos szerepe — LEZÁRVA	274	\`GetPreference\`-szel olvassa (\`0x407a20\`, alapérték: \`0\`), és az alapján
0x00407a20	?	picasa-linux-mod.md	11. `ShowUnixPaths` — Linuxon alapból BE	136	0x0073a1d9 utasítás 0x407a20 ; a beállítás olvasása
0x00407a20	?	picasa-mappakezelo.md	72. 16.2/b A hibakereső kiíratás TELJES működése — és a `badfiles.txt` (2026-09-02)	2386	0x004e9d05 utasítás 0x00407a20 ; a beállítás beolvasása
0x00407a20	?	picasa-mappanezet.md	5. 3. ⛔ A LEGFONTOSABB LELET: ez NEM háromállású rádiógomb	69	0x00574c72 push "SimplifiedHierarchy" → 0x407a20
0x00407a20	?	picasa-mappanezet.md	7. 4.1 Az „Egyszerűsített fanézet" MEGFEJTÉSE	104	0x005751af utasítás 0x407a20 ; beállítás-olvasó
0x00407a20	?	picasa-megjelenitesi-modok.md	24. 5.12 `ID_VIEW_COLOR_MANAGED` — Színkezelés használata (LEZÁRVA 2026-08-30, #1582)	628	\| hol tárolódik \| \`Preferences\EnableColorManagement\` (a \`SOFTWARE\Google\Picasa\Picasa2\Preferences\\` gyökéren…
0x00407a20	adat	picasa-menu-parancsok-viselkedes.md	88. nyitott kérdésének lezárása	1544	\`GetPreference\` = \`0x00407a20\`, a \`Preferences\` sztring \`0xc7eafc\`:
0x00407a20	?	picasa-menu-parancsok-viselkedes.md	345. 23.4 MIT csinál a kapcsoló — a tároló, a kulcs, az alapérték	5477	0x00851b80 utasítás 0x00407a20 ; beállítás-objektum
0x00407a20	adat	picasa-menu-parancsok-viselkedes.md	345. 23.4 MIT csinál a kapcsoló — a tároló, a kulcs, az alapérték	5489	\| honnan jön INDULÁSKOR \| \`0x008503d1\`–\`0x00850405\`: ugyanaz a kulcs, \`0x00407a20\` + \`0x004019b0\` (olvasás)…
0x00407a20	?	picasa-menu-parancsok-viselkedes.md	367. A módszer és a kontrollja	5829	A beállítás-olvasó (\`0x00407a20\`) **alapértéke a hívás előtti veremrekeszben**
0x00407a20	?	picasa-menu-parancsok-viselkedes.md	368. A tizenegy alapérték	5861	**A \`textfont\` külön úton megy:** nem a \`0x00407a20\` számos olvasója viszi,
0x00407a20	?	picasa-nyomtatas.md	13. A számoló: `0x0085c060` (378 b)	328	\| **\`0x0085c08b\`** \| **\`utasítás dword ptr [esp+0x1c], 0x96\`** — az **alapérték 150**, ezt kapja a beállításolv…
0x00407a20	?	ui-audit-mainwindow.md	31. A fanézet HÁROM beállítása és az alapértékük (2026-08-16)	735	\`HKEY_CURRENT_USER\` (\`0x00407a20\` \`0x80000001\`-gyel nyitja).
0x00407a20	?	ui-audit-mainwindow.md	31. A fanézet HÁROM beállítása és az alapértékük (2026-08-16)	749	utasítás 0x407a20 ; registry-olvasó
0x00407a3b	konstans	00-index.md	32. [picasa-email-kuldes.md](picasa-email-kuldes.md) — 0 nyílt · 3 lezárva · 0 blokkolt (frissítve: 2026-09-05)	1285	⭐ **2026-09-03 (6.
0x00407a3b	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	358	a beállítás-objektum építőjében (\`0x00407a3b\`) és a színkezelés
0x00407b50	?	picasa-menu-parancsok-viselkedes.md	362. 8. HONNAN JÖN INDULÁSKOR	5761	**Az olvasó oldala** (\`0x00404d60\`-tól): \`0x00404db5 utasítás 0x00407b50\` →
0x00408060	konstans	00-index.md	32. [picasa-email-kuldes.md](picasa-email-kuldes.md) — 0 nyílt · 3 lezárva · 0 blokkolt (frissítve: 2026-09-05)	1285	⭐ **2026-09-03 (6.
0x00408060	?	picasa-email-kuldes.md	15. 6.1 A tároló: a Windows-registry, `HKEY_CURRENT_USER` alatt	368	0x00541be9 utasítás 0x00408060 ; a beállítás-objektum építője
0x00408060	adat	picasa-email-kuldes.md	16. 6.2 A hozzáférés-készlet	381	\| \`0x00408060\` \| 319 b \| a kulcs-útvonal megnyitása; a háttér-objektum a \`+0x18\` mezőbe kerül \|
0x004084f0	konstans	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5010	\| 2 \| \`0x00980f77\` (\`utasítás 0x4084f0\`, \`eax = 0x00d689f0\`) \| **lusta alapérték**: ha a globális üres, a \`…
0x00408760	?	biztonsagi-mentes.md	14. 9. AZ INKREMENTALITÁS MECHANIZMUSA — `BKTag <készletnév>` (2026-09-02)	278	\| **összefűzés a készlet nevével** (\`0x00408760\`) \| \`0x00670b25\` \|
0x004089e0	konstans	filterdesc-registry.md	127. 1. A gyökér: egy globális, PONTOSAN két íróval	5010	\| 2 \| \`0x00980f77\` (\`utasítás 0x4084f0\`, \`eax = 0x00d689f0\`) \| **lusta alapérték**: ha a globális üres, a \`…
0x004089e0	?	picasa-menu-parancsok-viselkedes.md	268. 58.5 ⭐ MIT ÍR — a célmappa, a fájlnév és a sorszámozás (2026-09-02)	4330	\| 1 \| a \`[panel+0x2a0]\` célmappa másolása \| \`0x0062902d\` (\`0x004089e0\`) \|
0x00408b30	?	picasa-kereses-modok.md	9. Kiegészítés — az `iCAcquireDupeChecker` vtable 9 slotja (2026-08-30, olcsó lánc)	141	\| 1 \| \`0x00408b30\` \| CRITICAL_SECTION zárás a \`+0x8\`-on \|
0x00409250	adat	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	214	A tábla közvetlenül előtte, a \`0x00409250\`-ben jön létre.
0x004092e0	?	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	205	\`0x004092e0\` két külön műveletet végez:
0x00409331	?	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	223	\`0x00409331 utasítás edx,0xc7f9fc\`, közvetlenül a törlő hívás előtt.
0x00409340	?	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	207	- \`0x00409340\` **beszúr** egy név szerinti rekordot, és annak értékét 1-re
0x00409450	?	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	211	- \`0x00409450\` név szerint **megkeres és eltávolít** egy meglévő rekordot;
0x00409530	függvény	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	227	A közös név szerinti lekérdező (\`0x00409530\`) összes hívója is ellenőrizve:
0x004095c0	?	picasa-bezaras-es-kilepes.md	9. ✅ Az `exit_nag` nem élő kapcsoló, hanem eltávolított maradvány (#671,	215	\`0x004095c0\` csak a \`runtime\\defaults.ini\` \`[Track]\` / \`name\` értékét olvassa
0x00409ea0	?	picasa-create-features.md	17. 1.9 Az elrendezés-algoritmusok — DEKOMPILÁLVA (2026-08-13)	1009	igazítva (\`0x00841860\`), és egymásra keveredik (\`0x00409ea0\` \`1.0f, 1.0f\`
0x0040aa50	?	picasa-hisztogram.md	2. 2. Az osztályok	52	\| \`ytHistoCreator::vftable\` (\`0x008806f0\`) \| a \`histogram\` csomópont-típus gyára; a típusnév-getter a \`0x004…
0x0040aa80	?	picasa-fo-ablak-elrendezes.md	31. 6. A húzható osztó kezelője — és a 240 MÁSODIK, független előfordulása	626	\| a névadó csonk (\`"hsplitoffset"\`) \| \`0x0040aa80\` → \`0xc7fbd0\` \|
0x0040aa80	?	picasa-fo-ablak-elrendezes.md	31. 6. A húzható osztó kezelője — és a 240 MÁSODIK, független előfordulása	627	\| \`HSplitOffsetCreator::vftable\` \| \`0x0060cbd0\` · \`0x0040aa80\` · **\`0x009da130\`** · \`0x00401570\` \|
0x0040aa80	?	picasa-fo-ablak-elrendezes.md	41. 3. A kezelő osztálya és az alapérték	792	\| a név-visszaadó tonk \| \`utasítás eax, 0xc7fbd0 / ret\` \| \`0x0040aa80\` \|
0x0040aa81	?	picasa-fo-ablak-elrendezes.md	43. 5. ⛔ KIMERÍTŐ NEGATÍV: az osztósáv állása NEM őrződik meg	850	\| \`hsplitoffset\` \| 1 \| \`0x00c7fbd0\` — és **pontosan egy** kódhivatkozás rá: a saját név-visszaadója, \`0x0040a…
0x0040aab0	adat	picasa-fo-ablak-elrendezes.md	46. 1. A nyelvtan	893	\| a kezelő neve \| \`varbutton\` \| sztring \`0x00c7fc00\`, név-visszaadó \`0x0040aab0\` \|
0x0040aed0	függvény	picasa-mappakezelo.md	8. 2.3 Van-e minimális méret?	249	\| ablakeljárások (a \`DefWindowProcA\` négy hívója) \| \`0x0040aed0\`, \`0x0054c540\`, \`0x00923e90\`, \`0x00924170\…
0x0040b290	függvény	picasa-lebego-ertesito.md	36. A két sáv TELJES állapotgépe — mérve (#2122)	640	hívója van a binárisban (\`0x0040b290\`, \`0x005a6e30\`, \`0x0072e1f0\`,
0x0040b410	?	picasa-indulas.md	1. 1. A hívási lánc teteje	22	\| \`0x0040b410\` / \`0x0040b420\` \| \`SplashThread\` + az indítókép \|
0x0040b420	?	picasa-indulas.md	1. 1. A hívási lánc teteje	22	\| \`0x0040b410\` / \`0x0040b420\` \| \`SplashThread\` + az indítókép \|
0x0040b4a7	?	filterdesc-registry.md	73. Miért pont ez őrzi az ALT-ot — 81 olvasás ugyanabban a mintában	3478	0x0040b4a7 utasítás byte ptr [0x00d67849], bl
0x0040b4ad	?	filterdesc-registry.md	73. Miért pont ez őrzi az ALT-ot — 81 olvasás ugyanabban a mintában	3479	0x0040b4ad je 0x0040b4c2 ; nem aktív → NE nézd a billentyűt
0x0040b4af	?	filterdesc-registry.md	73. Miért pont ez őrzi az ALT-ot — 81 olvasás ugyanabban a mintában	3480	0x0040b4af utasítás 0x10 ; VK_SHIFT
0x0040b4b1	?	filterdesc-registry.md	73. Miért pont ez őrzi az ALT-ot — 81 olvasás ugyanabban a mintában	3481	0x0040b4b1 call [0x00c406f8] ; GetAsyncKeyState
0x0040b4c2	?	filterdesc-registry.md	73. Miért pont ez őrzi az ALT-ot — 81 olvasás ugyanabban a mintában	3479	0x0040b4ad je 0x0040b4c2 ; nem aktív → NE nézd a billentyűt
0x0040bd90	?	picasa-megjelenitesi-modok.md	1. 0. A verdikt egy táblában	28	\| mi az alapértelmezés?
0x0040bd90	?	picasa-megjelenitesi-modok.md	10. 4. Hol hat: a képernyő-rajzolás, képsoronként	263	(\`0x0040bd90\`) és a felület-csatoló (\`0x00a51e90\`) írja — mind UI-út —,
0x0040bd90	?	picasa-megjelenitesi-modok.md	25. 6. Tárolás, alapértelmezés, indulási állapot	775	Az indulási állapotot a \`0x0040bd90\` adja (a főablak-építő
0x0040bd90	függvény	picasa-megjelenitesi-modok.md	29. 10. Hivatkozások	904	- Indulási állapot: \`0x0040bd90\` (hívó \`0x0040bf70\`, \`0x0040c881\`)
0x0040bd90	?	picasa-megjelenitesi-modok.md	34. 11.4 ⭐ A Nézet-menü módja PONTOSAN EGY csomópontra kerül	1026	\| \`0x00575670\` mód-beállító \| **13** \| \`0x0040be79\`, \`0x0040bea3\` (indulási RDP-próba, \`0x0040bd90\`) + **1…
0x0040bd90	?	ui-audit-menus.md	16. Nálunk — mérve (2026-09-11, #427)	381	ahogy az eredetiben (\`0x0040bd90\`).
0x0040be6e	?	picasa-megjelenitesi-modok.md	8. 3. A parancsazonosítók — javított tábla	198	> állítja be (\`0x0040be6e\`, a \`RemoteDesktopTest\` üzenet mellett).
0x0040be79	?	picasa-megjelenitesi-modok.md	34. 11.4 ⭐ A Nézet-menü módja PONTOSAN EGY csomópontra kerül	1026	\| \`0x00575670\` mód-beállító \| **13** \| \`0x0040be79\`, \`0x0040bea3\` (indulási RDP-próba, \`0x0040bd90\`) + **1…
0x0040bea3	?	picasa-megjelenitesi-modok.md	34. 11.4 ⭐ A Nézet-menü módja PONTOSAN EGY csomópontra kerül	1026	\| \`0x00575670\` mód-beállító \| **13** \| \`0x0040be79\`, \`0x0040bea3\` (indulási RDP-próba, \`0x0040bd90\`) + **1…
